district Name,score,rank
Ahmednagar,40.34445,13
Mumbai Suburban,40.03513,14
Hingoli,39.41771,15
Chandrapur,39.29283,16
Palghar,39.29061,17
Sindhudurg,38.98833,18
Amravati,38.50169,19
Beed,38.15406,20
Gondia,38.02759,21
Akola,37.59747,22
Buldhana,37.48963,23
Solapur,37.43179,24
