district Name,score,rank
Gadchiroli,33.49202,13
Chhatrapati Sambhajinagar,33.4386,14
Jalna,33.29405,15
Nashik,32.25155,16
Nagpur,31.9143,17
Sindhudurg,31.7449,18
Sangli,30.15547,19
Ahmednagar,27.92456,20
Hingoli,26.89841,21
Latur,26.59154,22
Chandrapur,26.40791,23
Gondia,26.30202,24
