district Name,score,rank
Ahmednagar,56.93566,13
Latur,56.82992,14
Yavatmal,56.57825,15
Palghar,56.26921,16
Thane,56.23229,17
Parbhani,55.64135,18
Dharashiv,55.02833,19
Dhule,54.80949,20
Chhatrapati Sambhajinagar,53.67437,21
Washim,53.3363,22
Akola,53.30046,23
Nanded,52.87839,24
