district Name,score,rank
Nagpur,59.20015,13
Nanded,57.97107,14
Amravati,57.50999,15
Yavatmal,56.82712,16
Buldhana,56.81474,17
Pune,56.63846,18
Dharashiv,55.76505,19
Wardha,55.47195,20
Kolhapur,54.69536,21
Dhule,54.50688,22
Satara,54.25269,23
Bhandara,54.00253,24
