district Name,score,rank
Nashik,44.78092,13
Wardha,44.74541,14
Jalna,44.65146,15
Latur,44.019,16
Washim,43.65692,17
Nanded,43.31221,18
Jalgaon,42.83653,19
Buldhana,42.4069,20
Pune,42.15566,21
Dharashiv,41.08497,22
Kolhapur,40.44956,23
Thane,40.18326,24
