district Name,score,rank
Sindhudurg,36.01026,25
Latur,33.68236,26
Gadchiroli,32.35105,27
Palghar,31.93551,28
Ahmednagar,30.76409,29
Parbhani,30.71474,30
Mumbai,30.17351,31
Jalgaon,30.08976,32
Akola,25.70762,33
Dharashiv,22.94113,34
Beed,19.78103,35
Mumbai Suburban,10.90962,36
