district Name,score,rank
Sangli,53.67696,1
Kolhapur,53.35506,2
Dhule,49.44904,3
Solapur,49.07452,4
Nagpur,48.76269,5
Raigad,48.25676,6
Satara,47.91555,7
Pune,47.54488,8
Washim,47.24143,9
Hingoli,46.96477,10
Nashik,46.93948,11
Amravati,46.2914,12
